,"
UF","
Código do Município","
Município",Fevereiro/2025,Pop IBGE 2024,%,
,AL,270130,Al-Cajueiro,620,16.605,"3,73%",
,AL,270135,Al-Campestre,135,6.807,"1,98%",
,AL,270140,Al-Campo Alegre,5.055,32.714,"15,45%",
,AL,270150,Al-Campo Grande,64,8.293,"0,77%",
,AL,270160,Al-Canapi,124,15.743,"0,79%",
,AL,270170,Al-Capela,751,15.068,"4,98%",
,AL,270180,Al-Carneiros,75,9.200,"0,82%",
,AL,270190,Al-Cha Preta,261,6.010,"4,34%",
,AL,270200,Al-Coite do Noia,192,11.036,"1,74%",
,AL,270210,Al-Colonia Leopoldina,1.535,15.949,"9,62%",
,AL,270220,Al-Coqueiro Seco,366,5.700,"6,42%",
,AL,270230,Al-Coruripe,10.618,51.788,"20,50%",
,AL,270235,Al-Craibas,1.273,26.115,"4,87%",38
,AL,270240,Al-Delmiro Gouveia,5.189,52.809,"9,83%",
,AL,270250,Al-Dois Riachos,94,9.906,"0,95%",
,AL,270255,Al-Estrela de Alagoas,118,15.701,"0,75%",
,AL,270260,Al-Feira Grande,306,23.191,"1,32%",
,AL,270270,Al-Feliz Deserto,276,4.038,"6,84%",
,AL,270280,Al-Flexeiras,325,9.767,"3,33%",
,AL,270290,Al-Girau do Ponciano,551,37.335,"1,48%",
,AL,270300,Al-Ibateguara,266,13.992,"1,90%",
,AL,270310,Al-Igaci,219,24.452,"0,90%",
,AL,270320,Al-Igreja Nova,2.980,22.125,"13,47%",
,AL,270330,Al-Inhapi,143,15.417,"0,93%",
,AL,270340,Al-Jacare dos Homens,34,5.182,"0,66%",
,AL,270350,Al-Jacuipe,199,5.432,"3,66%",
,AL,270360,Al-Japaratinga,2.189,9.443,"23,18%",
,AL,270370,Al-Jaramataia,25,5.075,"0,49%",
,AL,270375,Al-Jequia da Praia,690,9.625,"7,17%",39
,AL,270380,Al-Joaquim Gomes,429,17.386,"2,47%",
,AL,270390,Al-Jundia,273,4.176,"6,54%",
,AL,270400,Al-Junqueiro,1.448,24.381,"5,94%",
,AL,270410,Al-Lagoa da Canoa,695,18.831,"3,69%",
,AL,270420,Al-Limoeiro de Anadia,1.369,25.197,"5,43%",
,AL,270430,Al-Maceio,250.193,994.464,"25,16%",
,AL,270440,Al-Major Isidoro,421,17.834,"2,36%",
,AL,270450,Al-Maragogi,6.186,33.232,"18,61%",
,AL,270460,Al-Maravilha,102,9.715,"1,05%",
,AL,270470,Al-Marechal Deodoro,11.830,62.341,"18,98%",
,AL,270480,Al-Maribondo,570,13.968,"4,08%",
,AL,270490,Al-Mar Vermelho,167,3.212,"5,20%",40
,AL,270500,Al-Mata Grande,264,22.147,"1,19%",
,AL,270510,Al-Matriz de Camaragibe,4.149,24.330,"17,05%",
,AL,270520,Al-Messias,1.068,15.707,"6,80%",
,AL,270530,Al-Minador do Negrao,15,4.938,"0,30%",
,AL,270540,Al-Monteiropolis,651,7.341,"8,87%",
,AL,270550,Al-Murici,4.080,25.933,"15,73%",
,AL,270560,Al-Novo Lino,349,10.298,"3,39%",
,AL,270570,Al-Olho D Agua das Flores,1.265,21.132,"5,99%",
,AL,270580,Al-Olho D Agua do Casado,192,8.522,"2,25%",
,AL,270590,Al-Olho D Agua Grande,12,4.384,"0,27%",41
,AL,270600,Al-Olivenca,70,11.048,"0,63%",
,AL,270610,Al-Ouro Branco,193,11.699,"1,65%",42
,AL,270620,Al-Palestina,5,4.410,"0,11%",43
,AL,270630,Al-Palmeira dos Indios,5.572,73.596,"7,57%",
,AL,270640,Al-Pao de Acucar,403,24.291,"1,66%",
,AL,270642,Al-Pariconha,64,10.803,"0,59%",
,AL,270644,Al-Paripueira,1.309,14.176,"9,23%",
,AL,270650,Al-Passo de Camaragibe,1.505,14.076,"10,69%",
,AL,270660,Al-Paulo Jacinto,450,6.697,"6,72%",
,AL,270670,Al-Penedo,6.090,60.189,"10,12%",
,AL,270680,Al-Piacabucu,834,16.201,"5,15%",
,AL,270690,Al-Pilar,3.547,36.499,"9,72%",
,AL,270700,Al-Pindoba,55,2.786,"1,97%",
,AL,270710,Al-Piranhas,1.071,23.053,"4,65%",
,AL,270720,Al-Poco das Trincheiras,49,12.974,"0,38%",
,AL,270730,Al-Porto Calvo,1.635,24.520,"6,67%",
,AL,270740,Al-Porto de Pedras,1.557,9.508,"16,38%",
,AL,270750,Al-Porto Real do Colegio,214,20.262,"1,06%",
,AL,270760,Al-Quebrangulo,413,11.305,"3,65%",
,AL,270770,Al-Rio Largo,14.011,97.435,"14,38%",
,AL,270780,Al-Roteiro,429,6.607,"6,49%",
,AL,270790,Al-Santa Luzia do Norte,745,7.065,"10,54%",
,AL,270800,Al-Santana do Ipanema,4.075,47.397,"8,60%",
,AL,270810,Al-Santana do Mundau,487,11.568,"4,21%",
,AL,270820,Al-Sao Bras,183,6.557,"2,79%",
,AL,270830,Al-Sao Jose da Laje,4.646,21.193,"21,92%",
,AL,270840,Al-Sao Jose da Tapera,830,31.557,"2,63%",
,AL,270850,Al-Sao Luis do Quitunde,7.009,31.792,"22,05%",
,AL,270860,Al-Sao Miguel dos Campos,10.374,53.391,"19,43%",
,AL,270870,Al-Sao Miguel dos Milagres,2.340,8.687,"26,94%",
,AL,270880,Al-Sao Sebastiao,1.368,32.701,"4,18%",
,AL,270890,Al-Satuba,1.091,25.000,"4,36%",
,AL,270895,Al-Senador Rui Palmeira,81,12.549,"0,65%",
,AL,270900,Al-Tanque D Arca,40,5.909,"0,68%",
,AL,270910,Al-Taquarana,566,19.422,"2,91%",
,AL,270915,Al-Teotonio Vilela,2.992,39.161,"7,64%",
,AL,270920,Al-Traipu,70,24.124,"0,29%",
,AL,270930,Al-Uniao dos Palmares,3.939,60.874,"6,47%",
,AL,270940,Al-Vicosa,2.410,24.423,"9,87%",
,SE,280010,Se-Amparo de Sao Francisco,71,2.206,"3,22%",
,SE,280020,Se-Aquidaba,824,20.542,"4,01%",
,SE,280030,Se-Aracaju,193.152,628.849,"30,72%",
,SE,280040,Se-Araua,347,10.483,"3,31%",
,SE,280050,Se-Areia Branca,775,18.560,"4,18%",
,SE,280060,Se-Barra dos Coqueiros,4.262,44.384,"9,60%",
,SE,280067,Se-Boquim,1.282,25.038,"5,12%",
,SE,280070,Se-Brejo Grande,108,8.016,"1,35%",
,SE,280100,Se-Campo do Brito,1.487,18.646,"7,97%",
,SE,280110,Se-Canhoba,44,3.855,"1,14%",
,SE,280120,Se-Caninde de Sao Francisco,1.217,33.491,"3,63%",
,SE,280130,Se-Capela,2.649,32.716,"8,10%",
,SE,280140,Se-Carira,1.208,20.315,"5,95%",
,SE,280150,Se-Carmopolis,1.979,14.179,"13,96%",
,SE,280160,Se-Cedro de Sao Joao,314,5.482,"5,73%",
,SE,280170,Se-Cristinapolis,1.011,17.539,"5,76%",
,SE,280190,Se-Cumbe,149,3.906,"3,81%",
,SE,280200,Se-Divina Pastora,158,4.433,"3,56%",
,SE,280210,Se-Estancia,10.503,66.978,"15,68%",
,SE,280220,Se-Feira Nova,132,6.207,"2,13%",
,SE,280230,Se-Frei Paulo,1.217,14.884,"8,18%",
,SE,280240,Se-Gararu,235,11.301,"2,08%",
,SE,280250,Se-General Maynard,60,3.111,"1,93%",
,SE,280260,Se-Gracho Cardoso,177,5.979,"2,96%",44
,SE,280270,Se-Ilha das Flores,256,8.495,"3,01%",
,SE,280280,Se-Indiaroba,421,16.949,"2,48%",
,SE,280290,Se-Itabaiana,17.342,108.408,"16,00%",
,SE,280300,Se-Itabaianinha,2.726,42.114,"6,47%",
,SE,280310,Se-Itabi,93,4.823,"1,93%",
,SE,280320,Se-Itaporanga D Ajuda,3.072,35.863,"8,57%",
,SE,280330,Se-Japaratuba,1.526,16.472,"9,26%",
,SE,280340,Se-Japoata,1.060,13.707,"7,73%",
,SE,280350,Se-Lagarto,13.301,105.558,"12,60%",
,SE,280360,Se-Laranjeiras,5.782,24.170,"23,92%",
,SE,280370,Se-Macambira,282,7.024,"4,01%",
,SE,280380,Se-Malhada dos Bois,280,3.666,"7,64%",
,SE,280390,Se-Malhador,459,11.728,"3,91%",
,SE,280400,Se-Maruim,917,15.975,"5,74%",
,SE,280410,Se-Moita Bonita,336,11.288,"2,98%",
,SE,280420,Se-Monte Alegre de Sergipe,348,14.732,"2,36%",
,SE,280430,Se-Muribeca,521,8.033,"6,49%",
,SE,280440,Se-Neopolis,2.053,16.558,"12,40%",
,SE,280445,Se-Nossa Senhora Aparecida,376,9.496,"3,96%",
,SE,280450,Se-Nossa Senhora da Gloria,5.767,43.255,"13,33%",
,SE,280460,Se-Nossa Senhora das Dores,2.253,25.537,"8,82%",
,SE,280470,Se-Nossa Senhora de Lourdes,144,6.404,"2,25%",
,SE,280480,Se-Nossa Senhora do Socorro,23.814,202.450,"11,76%",
,SE,280490,Se-Pacatuba,365,12.709,"2,87%",
,SE,280500,Se-Pedra Mole,39,2.818,"1,38%",
,SE,280510,Se-Pedrinhas,135,7.416,"1,82%",
,SE,280520,Se-Pinhao,153,5.769,"2,65%",
,SE,280530,Se-Pirambu,388,8.037,"4,83%",
,SE,280540,Se-Poco Redondo,495,29.117,"1,70%",
,SE,280550,Se-Poco Verde,1.756,22.214,"7,90%",
,SE,280560,Se-Porto da Folha,411,27.350,"1,50%",
,SE,280570,Se-Propria,3.483,27.273,"12,77%",
,SE,280580,Se-Riachao do Dantas,222,18.579,"1,19%",
,SE,280590,Se-Riachuelo,878,8.875,"9,89%",
,SE,280600,Se-Ribeiropolis,1.655,17.362,"9,53%",
,SE,280610,Se-Rosario do Catete,1.345,9.499,"14,16%",
,SE,280620,Se-Salgado,700,20.772,"3,37%",
,SE,280630,Se-Santa Luzia do Itanhy,278,13.965,"1,99%",
,SE,280640,Se-Santana do Sao Francisco,218,7.530,"2,90%",
,SE,280650,Se-Santa Rosa de Lima,123,4.038,"3,05%",
,SE,280660,Se-Santo Amaro das Brotas,609,11.297,"5,39%",
,SE,280670,Se-Sao Cristovao,10.993,100.360,"10,95%",
,SE,280680,Se-Sao Domingos,349,10.550,"3,31%",
,SE,280690,Se-Sao Francisco,190,3.323,"5,72%",
,SE,280700,Se-Sao Miguel do Aleixo,139,3.481,"3,99%",
,SE,280710,Se-Simao Dias,4.895,44.285,"11,05%",
,SE,280720,Se-Siriri,289,7.984,"3,62%",
,SE,280730,Se-Telha,95,3.373,"2,82%",
,SE,280740,Se-Tobias Barreto,4.011,52.613,"7,62%",
,SE,280750,Se-Tomar do Geru,284,12.145,"2,34%",
,SE,280760,Se-Umbauba,1.851,24.538,"7,54%",
,BA,290010,Ba-Abaira,133,7.452,"1,78%",
,BA,290020,Ba-Abare,660,18.240,"3,62%",
,BA,290030,Ba-Acajutiba,280,14.215,"1,97%",
,BA,290035,Ba-Adustina,148,14.554,"1,02%",
,BA,290040,Ba-Agua Fria,474,14.871,"3,19%",
,BA,290050,Ba-Erico Cardoso,324,10.948,"2,96%",
,BA,290060,Ba-Aiquara,249,4.586,"5,43%",
,BA,290070,Ba-Alagoinhas,31.673,160.662,"19,71%",
,BA,290080,Ba-Alcobaca,999,25.494,"3,92%",
,BA,290090,Ba-Almadina,179,5.327,"3,36%",
,BA,290100,Ba-Amargosa,4.360,38.478,"11,33%",
,BA,290110,Ba-Amelia Rodrigues,3.078,24.848,"12,39%",
,BA,290115,Ba-America Dourada,161,15.583,"1,03%",
,BA,290120,Ba-Anage,716,26.715,"2,68%",
,BA,290130,Ba-Andarai,553,13.531,"4,09%",
,BA,290135,Ba-Andorinha,1.618,15.485,"10,45%",
,BA,290140,Ba-Angical,351,14.178,"2,48%",
,BA,290150,Ba-Anguera,569,11.456,"4,97%",
,BA,290160,Ba-Antas,496,15.061,"3,29%",
,BA,290170,Ba-Antonio Cardoso,187,11.501,"1,63%",
,BA,290180,Ba-Antonio Goncalves,270,11.236,"2,40%",
,BA,290190,Ba-Apora,315,16.379,"1,92%",
,BA,290195,Ba-Apuarema,107,7.114,"1,50%",
,BA,290200,Ba-Aracatu,352,14.422,"2,44%",
,BA,290205,Ba-Aracas,407,11.946,"3,41%",
,BA,290210,Ba-Araci,1.078,50.336,"2,14%",
,BA,290220,Ba-Aramari,339,10.122,"3,35%",
,BA,290225,Ba-Arataca,939,10.463,"8,97%",
,BA,290230,Ba-Aratuipe,429,8.981,"4,78%",
,BA,290240,Ba-Aurelino Leal,797,11.409,"6,99%",
,BA,290250,Ba-Baianopolis,818,14.110,"5,80%",45
,BA,290260,Ba-Baixa Grande,594,18.680,"3,18%",
,BA,290265,Ba-Banzae,113,12.309,"0,92%",
,BA,290270,Ba-Barra,1.416,53.528,"2,65%",
,BA,290280,Ba-Barra da Estiva,1.916,27.582,"6,95%",
,BA,290290,Ba-Barra do Choca,2.357,38.481,"6,13%",
,BA,290300,Ba-Barra do Mendes,315,14.345,"2,20%",
,BA,290310,Ba-Barra do Rocha,183,5.920,"3,09%",
,BA,290320,Ba-Barreiras,38.218,170.667,"22,39%",
,BA,290323,Ba-Barro Alto,128,13.911,"0,92%",
,BA,290327,Ba-Barrocas,1.344,15.743,"8,54%",
,BA,290330,Ba-Barro Preto,791,5.966,"13,26%",
,BA,290340,Ba-Belmonte,1.511,20.567,"7,35%",
,BA,290350,Ba-Belo Campo,431,19.042,"2,26%",
,BA,290360,Ba-Biritinga,343,15.606,"2,20%",
,BA,290370,Ba-Boa Nova,429,14.052,"3,05%",
,BA,290380,Ba-Boa Vista do Tupim,347,17.307,"2,00%",
,BA,290390,Ba-Bom Jesus da Lapa,7.221,68.704,"10,51%",
,BA,290395,Ba-Bom Jesus da Serra,155,10.028,"1,55%",
,BA,290400,Ba-Boninal,687,14.104,"4,87%",
,BA,290405,Ba-Bonito,443,16.393,"2,70%",
,BA,290410,Ba-Boquira,769,19.829,"3,88%",
,BA,290420,Ba-Botupora,189,11.411,"1,66%",
,BA,290430,Ba-Brejoes,250,13.272,"1,88%",
,BA,290440,Ba-Brejolandia,207,9.377,"2,21%",
,BA,290450,Ba-Brotas de Macaubas,385,12.169,"3,16%",
,BA,290460,Ba-Brumado,13.756,74.095,"18,57%",
,BA,290470,Ba-Buerarema,985,15.056,"6,54%",
,BA,290475,Ba-Buritirama,158,20.212,"0,78%",
,BA,290480,Ba-Caatiba,526,6.224,"8,45%",
,BA,290485,Ba-Cabaceiras do Paraguacu,422,17.039,"2,48%",
,BA,290490,Ba-Cachoeira,3.367,30.550,"11,02%",
,BA,290500,Ba-Cacule,3.602,23.246,"15,50%",
,BA,290510,Ba-Caem,47,10.729,"0,44%",
,BA,290515,Ba-Caetanos,193,11.500,"1,68%",
,BA,290520,Ba-Caetite,5.102,54.572,"9,35%",
,BA,290530,Ba-Cafarnaum,497,18.039,"2,76%",46
,BA,290540,Ba-Cairu,3.664,18.486,"19,82%",
,BA,290550,Ba-Caldeirao Grande,82,13.566,"0,60%",
,BA,290560,Ba-Camacan,2.292,22.756,"10,07%",
,BA,290570,Ba-Camacari,75.566,319.394,"23,66%",
,BA,290580,Ba-Camamu,2.311,31.775,"7,27%",
,BA,290590,Ba-Campo Alegre de Lourdes,799,32.377,"2,47%",
,BA,290600,Ba-Campo Formoso,3.731,74.894,"4,98%",
,BA,290610,Ba-Canapolis,80,10.612,"0,75%",
,BA,290620,Ba-Canarana,482,24.989,"1,93%",
,BA,290630,Ba-Canavieiras,1.862,34.343,"5,42%",
,BA,290640,Ba-Candeal,106,7.969,"1,33%",
,BA,290650,Ba-Candeias,13.888,75.083,"18,50%",
,BA,290660,Ba-Candiba,318,13.425,"2,37%",
,BA,290670,Ba-Candido Sales,672,26.465,"2,54%",
,BA,290680,Ba-Cansancao,1.482,39.556,"3,75%",
,BA,290682,Ba-Canudos,417,16.662,"2,50%",
,BA,290685,Ba-Capela do Alto Alegre,258,11.055,"2,33%",
,BA,290687,Ba-Capim Grosso,4.747,35.228,"13,48%",
,BA,290689,Ba-Caraibas,342,10.260,"3,33%",
,BA,290690,Ba-Caravelas,1.312,21.229,"6,18%",
,BA,290700,Ba-Cardeal da Silva,286,8.634,"3,31%",
,BA,290710,Ba-Carinhanha,505,30.375,"1,66%",
,BA,290720,Ba-Casa Nova,10.185,75.815,"13,43%",
,BA,290730,Ba-Castro Alves,2.586,25.471,"10,15%",
,BA,290740,Ba-Catolandia,171,3.560,"4,80%",
,BA,290750,Ba-Catu,9.521,50.153,"18,98%",
,BA,290755,Ba-Caturama,127,9.115,"1,39%",
,BA,290760,Ba-Central,310,16.849,"1,84%",
,BA,290770,Ba-Chorrocho,172,10.929,"1,57%",
,BA,290780,Ba-Cicero Dantas,1.712,32.268,"5,31%",
,BA,290790,Ba-Cipo,459,17.836,"2,57%",
,BA,290800,Ba-Coaraci,892,17.663,"5,05%",
,BA,290810,Ba-Cocos,2.310,19.817,"11,66%",
,BA,290820,Ba-Conceicao da Feira,2.771,21.499,"12,89%",47
,BA,290830,Ba-Conceicao do Almeida,1.911,16.184,"11,81%",
,BA,290840,Ba-Conceicao do Coite,5.614,71.316,"7,87%",
,BA,290850,Ba-Conceicao do Jacuipe,12.421,37.409,"33,20%",
,BA,290860,Ba-Conde,1.100,24.434,"4,50%",
,BA,290870,Ba-Condeuba,805,17.571,"4,58%",48
,BA,290880,Ba-Contendas do Sincora,112,4.490,"2,49%",
,BA,290890,Ba-Coracao de Maria,2.028,28.258,"7,18%",
,BA,290900,Ba-Cordeiros,227,7.763,"2,92%",
,BA,290910,Ba-Coribe,278,14.464,"1,92%",
,BA,290920,Ba-Coronel Joao Sa,219,17.593,"1,24%",
,BA,290930,Ba-Correntina,6.259,34.179,"18,31%",
,BA,290940,Ba-Cotegipe,583,13.472,"4,33%",
,BA,290950,Ba-Cravolandia,93,4.514,"2,06%",
,BA,290960,Ba-Crisopolis,332,20.343,"1,63%",
,BA,290970,Ba-Cristopolis,241,14.514,"1,66%",
,BA,290980,Ba-Cruz das Almas,10.126,63.203,"16,02%",
,BA,290990,Ba-Curaca,1.527,36.021,"4,24%",
,BA,291000,Ba-Dario Meira,269,11.094,"2,42%",
,BA,291005,Ba-Dias D Avila,12.741,75.053,"16,98%",
,BA,291010,Ba-Dom Basilio,393,12.309,"3,19%",
,BA,291020,Ba-Dom Macedo Costa,150,4.588,"3,27%",
,BA,291030,Ba-Elisio Medrado,195,8.066,"2,42%",
,BA,291040,Ba-Encruzilhada,861,19.535,"4,41%",
,BA,291050,Ba-Entre Rios,3.079,39.902,"7,72%",
,BA,291060,Ba-Esplanada,4.012,34.146,"11,75%",
,BA,291070,Ba-Euclides da Cunha,2.988,64.547,"4,63%",
,BA,291072,Ba-Eunapolis,23.472,120.515,"19,48%",
,BA,291075,Ba-Fatima,359,18.469,"1,94%",
,BA,291077,Ba-Feira da Mata,103,5.825,"1,77%",
,BA,291080,Ba-Feira de Santana,142.376,657.948,"21,64%",
,BA,291085,Ba-Filadelfia,525,18.573,"2,83%",
,BA,291090,Ba-Firmino Alves,531,5.006,"10,61%",
,BA,291100,Ba-Floresta Azul,414,11.442,"3,62%",
,BA,291110,Ba-Formosa do Rio Preto,5.657,27.421,"20,63%",
,BA,291120,Ba-Gandu,2.903,33.938,"8,55%",
,BA,291125,Ba-Gaviao,56,4.493,"1,25%",
,BA,291130,Ba-Gentio do Ouro,834,11.263,"7,40%",
,BA,291140,Ba-Gloria,474,16.072,"2,95%",
,BA,291150,Ba-Gongogi,867,5.567,"15,57%",
,BA,291160,Ba-Governador Mangabeira,2.072,21.314,"9,72%",
,BA,291165,Ba-Guajeru,88,8.225,"1,07%",
,BA,291170,Ba-Guanambi,12.425,93.065,"13,35%",
,BA,291180,Ba-Guaratinga,718,19.490,"3,68%",
,BA,291185,Ba-Heliopolis,238,13.074,"1,82%",
,BA,291190,Ba-Iacu,1.419,25.333,"5,60%",
,BA,291200,Ba-Ibiassuce,312,10.754,"2,90%",
,BA,291210,Ba-Ibicarai,1.289,22.200,"5,81%",
,BA,291220,Ba-Ibicoara,3.994,21.690,"18,41%",
,BA,291230,Ba-Ibicui,745,14.306,"5,21%",
,BA,291240,Ba-Ibipeba,415,17.128,"2,42%",
,BA,291250,Ba-Ibipitanga,217,14.316,"1,52%",
,BA,291260,Ba-Ibiquera,62,3.837,"1,62%",
,BA,291270,Ba-Ibirapitanga,724,26.794,"2,70%",
,BA,291280,Ba-Ibirapua,2.338,9.259,"25,25%",
,BA,291290,Ba-Ibirataia,1.645,19.375,"8,49%",
,BA,291300,Ba-Ibitiara,463,15.062,"3,07%",
,BA,291310,Ba-Ibitita,124,17.509,"0,71%",
,BA,291320,Ba-Ibotirama,3.862,27.670,"13,96%",
,BA,291330,Ba-Ichu,125,6.415,"1,95%",
,BA,291340,Ba-Igapora,491,16.047,"3,06%",
,BA,291345,Ba-Igrapiuna,1.084,13.528,"8,01%",
,BA,291350,Ba-Iguai,1.308,21.897,"5,97%",
,BA,291360,Ba-Ilheus,30.304,189.028,"16,03%",
,BA,291370,Ba-Inhambupe,2.602,35.397,"7,35%",
,BA,291380,Ba-Ipecaeta,147,14.064,"1,05%",
,BA,291390,Ba-Ipiau,5.003,42.507,"11,77%",
,BA,291400,Ba-Ipira,4.934,59.264,"8,33%",
,BA,291410,Ba-Ipupiara,505,10.318,"4,89%",
,BA,291420,Ba-Irajuba,158,6.255,"2,53%",
,BA,291430,Ba-Iramaia,197,11.060,"1,78%",
,BA,291440,Ba-Iraquara,1.088,24.759,"4,39%",
,BA,291450,Ba-Irara,1.235,29.509,"4,19%",
,BA,291460,Ba-Irece,14.884,78.425,"18,98%",
,BA,291465,Ba-Itabela,3.491,29.563,"11,81%",
,BA,291470,Ba-Itaberaba,9.278,68.244,"13,60%",
,BA,291480,Ba-Itabuna,40.338,196.676,"20,51%",
,BA,291490,Ba-Itacare,4.515,29.337,"15,39%",
,BA,291500,Ba-Itaete,278,13.822,"2,01%",
,BA,291510,Ba-Itagi,323,14.314,"2,26%",
,BA,291520,Ba-Itagiba,2.343,15.792,"14,84%",
,BA,291530,Ba-Itagimirim,644,6.512,"9,89%",
,BA,291535,Ba-Itaguacu da Bahia,158,12.683,"1,25%",
,BA,291540,Ba-Itaju do Colonia,572,6.157,"9,29%",
,BA,291550,Ba-Itajuipe,1.336,19.249,"6,94%",
,BA,291560,Ba-Itamaraju,6.327,62.065,"10,19%",
,BA,291570,Ba-Itamari,138,7.219,"1,91%",
,BA,291580,Ba-Itambe,3.478,25.108,"13,85%",
,BA,291590,Ba-Itanagra,255,6.087,"4,19%",
,BA,291600,Ba-Itanhem,822,18.258,"4,50%",
,BA,291610,Ba-Itaparica,1.370,20.369,"6,73%",
,BA,291620,Ba-Itape,763,10.658,"7,16%",
,BA,291630,Ba-Itapebi,747,9.501,"7,86%",
,BA,291640,Ba-Itapetinga,16.169,68.735,"23,52%",
,BA,291650,Ba-Itapicuru,1.913,33.254,"5,75%",
,BA,291660,Ba-Itapitanga,342,10.630,"3,22%",
,BA,291670,Ba-Itaquara,223,8.448,"2,64%",
,BA,291680,Ba-Itarantim,1.862,17.517,"10,63%",
,BA,291685,Ba-Itatim,2.046,16.375,"12,49%",
,BA,291690,Ba-Itirucu,432,11.261,"3,84%",
,BA,291700,Ba-Itiuba,631,35.491,"1,78%",
,BA,291710,Ba-Itororo,1.548,16.945,"9,14%",49
,BA,291720,Ba-Ituacu,488,18.493,"2,64%",
,BA,291730,Ba-Itubera,1.546,22.299,"6,93%",
,BA,291733,Ba-Iuiu,192,11.532,"1,66%",
,BA,291735,Ba-Jaborandi,3.406,9.592,"35,51%",
,BA,291740,Ba-Jacaraci,216,14.901,"1,45%",
,BA,291750,Ba-Jacobina,10.551,86.649,"12,18%",
,BA,291760,Ba-Jaguaquara,3.107,47.738,"6,51%",
,BA,291770,Ba-Jaguarari,4.419,34.440,"12,83%",
,BA,291780,Ba-Jaguaripe,392,18.300,"2,14%",
,BA,291790,Ba-Jandaira,540,9.535,"5,66%",
,BA,291800,Ba-Jequie,24.228,168.733,"14,36%",
,BA,291810,Ba-Jeremoabo,1.038,39.501,"2,63%",
,BA,291820,Ba-Jiquirica,233,14.066,"1,66%",
,BA,291830,Ba-Jitauna,461,14.815,"3,11%",
,BA,291835,Ba-Joao Dourado,758,25.799,"2,94%",
,BA,291840,Ba-Juazeiro,42.317,254.481,"16,63%",
,BA,291845,Ba-Jucurucu,321,9.944,"3,23%",
,BA,291850,Ba-Jussara,217,16.956,"1,28%",
,BA,291855,Ba-Jussari,382,6.059,"6,30%",
,BA,291860,Ba-Jussiape,197,7.585,"2,60%",
,BA,291870,Ba-Lafaiete Coutinho,747,4.221,"17,70%",
,BA,291875,Ba-Lagoa Real,213,14.546,"1,46%",
,BA,291880,Ba-Laje,887,21.704,"4,09%",
,BA,291890,Ba-Lajedao,505,3.986,"12,67%",
,BA,291900,Ba-Lajedinho,102,3.621,"2,82%",
,BA,291905,Ba-Lajedo do Tabocal,103,7.702,"1,34%",
,BA,291910,Ba-Lamarao,148,9.305,"1,59%",
,BA,291915,Ba-Lapao,671,26.998,"2,49%",
,BA,291920,Ba-Lauro de Freitas,130.003,217.960,"59,65%",
,BA,291930,Ba-Lencois,721,11.170,"6,45%",
,BA,291940,Ba-Licinio de Almeida,598,12.208,"4,90%",
,BA,291950,Ba-Livramento de Nossa Senhora,2.486,46.249,"5,38%",
,BA,291955,Ba-Luis Eduardo Magalhaes,35.548,116.662,"30,47%",
,BA,291960,Ba-Macajuba,119,10.758,"1,11%",
,BA,291970,Ba-Macarani,1.295,22.596,"5,73%",
,BA,291980,Ba-Macaubas,1.475,43.725,"3,37%",
,BA,291990,Ba-Macurure,161,7.455,"2,16%",
,BA,291992,Ba-Madre de Deus,1.926,19.173,"10,05%",
,BA,291995,Ba-Maetinga,92,7.212,"1,28%",
,BA,292000,Ba-Maiquinique,753,9.011,"8,36%",
,BA,292010,Ba-Mairi,445,18.161,"2,45%",
,BA,292020,Ba-Malhada,578,15.834,"3,65%",
,BA,292030,Ba-Malhada de Pedras,229,8.972,"2,55%",
,BA,292040,Ba-Manoel Vitorino,363,14.295,"2,54%",
,BA,292045,Ba-Mansidao,61,14.484,"0,42%",
,BA,292050,Ba-Maracas,2.101,29.197,"7,20%",
,BA,292060,Ba-Maragogipe,1.006,37.225,"2,70%",
,BA,292070,Ba-Marau,1.911,25.626,"7,46%",
,BA,292080,Ba-Marcionilio Souza,287,9.507,"3,02%",
,BA,292090,Ba-Mascote,1.309,13.941,"9,39%",
,BA,292100,Ba-Mata de Sao Joao,14.537,44.839,"32,42%",
,BA,292105,Ba-Matina,134,10.629,"1,26%",
,BA,292110,Ba-Medeiros Neto,3.103,22.925,"13,54%",
,BA,292120,Ba-Miguel Calmon,1.893,25.317,"7,48%",
,BA,292130,Ba-Milagres,608,11.434,"5,32%",
,BA,292140,Ba-Mirangaba,317,16.185,"1,96%",
,BA,292145,Ba-Mirante,180,10.523,"1,71%",
,BA,292150,Ba-Monte Santo,1.109,49.823,"2,23%",
,BA,292160,Ba-Morpara,86,8.232,"1,04%",
,BA,292170,Ba-Morro do Chapeu,1.805,35.224,"5,12%",
,BA,292180,Ba-Mortugaba,311,11.487,"2,71%",
,BA,292190,Ba-Mucuge,4.225,12.650,"33,40%",
,BA,292200,Ba-Mucuri,8.176,40.005,"20,44%",
,BA,292205,Ba-Mulungu do Morro,86,13.625,"0,63%",
,BA,292210,Ba-Mundo Novo,544,17.417,"3,12%",
,BA,292220,Ba-Muniz Ferreira,247,7.443,"3,32%",
,BA,292225,Ba-Muquem de Sao Francisco,634,10.796,"5,87%",
,BA,292230,Ba-Muritiba,1.835,30.146,"6,09%",
,BA,292240,Ba-Mutuipe,2.525,20.612,"12,25%",
,BA,292250,Ba-Nazare,1.681,28.403,"5,92%",
,BA,292260,Ba-Nilo Pecanha,277,12.418,"2,23%",
