codigo_ibge,UF-Município,anomes_s,qtd_pes_pob,qtd_pes_baixa_renda,qtd_pes_acima_meio_sm,total,pop. IBGE 2024,% no cad unico,% pobreza
251278,Pb-Riacho de Santo Antonio,202503,1101,426,452,1979,2.044,"96,82%","53,86%"
251280,Pb-Riacho dos Cavalos,202503,4743,1146,779,6668,8.762,"76,10%","54,13%"
251290,Pb-Rio Tinto,202503,10688,3132,2485,16305,25.394,"64,21%","42,09%"
251300,Pb-Salgadinho,202503,1558,378,145,2081,3.437,"60,55%","45,33%"
251310,Pb-Salgado de Sao Felix,202503,5131,1777,1391,8299,11.760,"70,57%","43,63%"
251315,Pb-Santa Cecilia,202503,4161,1279,936,6376,8.031,"79,39%","51,81%"
251320,Pb-Santa Cruz,202503,2430,982,1084,4496,6.041,"74,42%","40,23%"
251330,Pb-Santa Helena,202503,3493,629,1055,5177,6.020,"86,00%","58,02%"
251335,Pb-Santa Ines,202503,2338,378,309,3025,3.274,"92,39%","71,41%"
251340,Pb-Santa Luzia,202503,5643,2122,2177,9942,15.387,"64,61%","36,67%"
251350,Pb-Santana de Mangueira,202503,2251,616,453,3320,5.106,"65,02%","44,09%"
251360,Pb-Santana dos Garrotes,202503,3028,942,1215,5185,6.657,"77,89%","45,49%"
251365,Pb-Santarem,202503,1113,397,787,2297,2.606,"88,14%","42,71%"
251370,Pb-Santa Rita,202503,45466,20978,14311,80755,159.121,"50,75%","28,57%"
251380,Pb-Santa Teresinha,202503,2391,546,703,3640,4.499,"80,91%","53,15%"
251385,Pb-Santo Andre,202503,1149,506,585,2240,2.702,"82,90%","42,52%"
251390,Pb-Sao Bento,202503,14186,4352,2943,21481,33.700,"63,74%","42,09%"
251392,Pb-Sao Bentinho,202503,1960,592,619,3171,4.473,"70,89%","43,82%"
251394,Pb-Sao Domingos do Cariri,202503,1150,555,456,2161,2.676,"80,75%","42,97%"
251396,Pb-Sao Domingos de Pombal,202503,1160,483,488,2131,2.636,"80,84%","44,01%"
251398,Pb-Sao Francisco,202503,1363,630,969,2962,3.190,"92,85%","42,73%"
251400,Pb-Sao Joao do Cariri,202503,2004,593,826,3423,4.341,"78,85%","46,16%"
251410,Pb-Sao Joao do Tigre,202503,2278,579,804,3661,4.363,"83,91%","52,21%"
251420,Pb-Sao Jose da Lagoa Tapada,202503,3873,912,982,5767,7.270,"79,33%","53,27%"
251430,Pb-Sao Jose de Caiana,202503,3416,686,632,4734,5.032,"94,08%","67,89%"
251440,Pb-Sao Jose de Espinharas,202503,1897,615,642,3154,4.099,"76,95%","46,28%"
251445,Pb-Sao Jose dos Ramos,202503,2930,995,624,4549,6.105,"74,51%","47,99%"
251450,Pb-Sao Jose de Piranhas,202503,8993,2331,2100,13424,19.552,"68,66%","46,00%"
251455,Pb-Sao Jose de Princesa,202503,1872,439,359,2670,3.383,"78,92%","55,34%"
251460,Pb-Sao Jose do Bonfim,202503,1738,634,767,3139,3.333,"94,18%","52,15%"
251465,Pb-Sao Jose do Brejo do Cruz,202503,755,408,271,1434,1.748,"82,04%","43,19%"
251470,Pb-Sao Jose do Sabugi,202503,1611,964,966,3541,4.270,"82,93%","37,73%"
251480,Pb-Sao Jose dos Cordeiros,202503,1667,632,856,3155,3.474,"90,82%","47,99%"
251490,Pb-Sao Mamede,202503,3373,976,877,5226,7.640,"68,40%","44,15%"
251500,Pb-Sao Miguel de Taipu,202503,3723,1215,678,5616,7.287,"77,07%","51,09%"
251510,Pb-Sao Sebastiao de Lagoa de Roca,202503,4120,2412,1781,8313,11.365,"73,15%","36,25%"
251520,Pb-Sao Sebastiao do Umbuzeiro,202503,1572,634,718,2924,3.376,"86,61%","46,56%"
251530,Pb-Sape,202503,24878,6613,5709,37200,53.309,"69,78%","46,67%"
251540,Pb-Serido,202503,6150,1663,1644,9457,10.620,"89,05%","57,91%"
251550,Pb-Serra Branca,202503,6714,1180,1950,9844,14.075,"69,94%","47,70%"
251560,Pb-Serra da Raiz,202503,1137,483,244,1864,3.162,"58,95%","35,96%"
251570,Pb-Serra Grande,202503,1589,495,587,2671,3.043,"87,78%","52,22%"
251580,Pb-Serra Redonda,202503,3482,874,946,5302,6.984,"75,92%","49,86%"
251590,Pb-Serraria,202503,2615,587,597,3799,4.839,"78,51%","54,04%"
251593,Pb-Sertaozinho,202503,1891,835,419,3145,5.282,"59,54%","35,80%"
251597,Pb-Sobrado,202503,4787,918,643,6348,8.579,"73,99%","55,80%"
251600,Pb-Solanea,202503,12363,3623,2444,18430,27.749,"66,42%","44,55%"
251610,Pb-Soledade,202503,6026,2205,2148,10379,14.381,"72,17%","41,90%"
251615,Pb-Sossego,202503,2172,531,719,3422,3.461,"98,87%","62,76%"
251620,Pb-Sousa,202503,29613,7866,7906,45385,69.876,"64,95%","42,38%"
251630,Pb-Sume,202503,7722,2162,2524,12408,17.763,"69,85%","43,47%"
251640,Pb-Campo de Santana,202503,4217,987,740,5944,7.934,"74,92%","53,15%"
251650,Pb-Taperoa,202503,7569,1855,1887,11311,14.376,"78,68%","52,65%"
251660,Pb-Tavares,202503,7325,1870,2391,11586,14.464,"80,10%","50,64%"
251670,Pb-Teixeira,202503,8562,1778,1471,11811,15.082,"78,31%","56,77%"
251675,Pb-Tenorio,202503,1815,290,315,2420,3.069,"78,85%","59,14%"
251680,Pb-Triunfo,202503,4336,1165,1124,6625,10.259,"64,58%","42,27%"
251690,Pb-Uirauna,202503,6006,1658,2355,10019,15.386,"65,12%","39,04%"
251700,Pb-Umbuzeiro,202503,4222,1440,1334,6996,9.302,"75,21%","45,39%"
251710,Pb-Varzea,202503,961,440,595,1996,2.764,"72,21%","34,77%"
251720,Pb-Vieiropolis,202503,2038,930,843,3811,4.974,"76,62%","40,97%"
251740,Pb-Zabele,202503,1240,367,506,2113,2.310,"91,47%","53,68%"
260005,Pe-Abreu e Lima,202503,39171,13542,12874,65587,103.945,"63,10%","37,68%"
260010,Pe-Afogados da Ingazeira,202503,15077,7628,5872,28577,42.407,"67,39%","35,55%"
260020,Pe-Afranio,202503,9111,2957,3258,15326,19.349,"79,21%","47,09%"
260030,Pe-Agrestina,202503,13263,2680,3084,19027,24.615,"77,30%","53,88%"
260040,Pe-Agua Preta,202503,11943,3768,3209,18920,27.221,"69,51%","43,87%"
260050,Pe-Aguas Belas,202503,28141,3653,2839,34633,43.713,"79,23%","64,38%"
260060,Pe-Alagoinha,202503,6858,1717,1664,10239,14.355,"71,33%","47,77%"
260070,Pe-Alianca,202503,17661,4754,4451,26866,37.372,"71,89%","47,26%"
260080,Pe-Altinho,202503,10695,2250,2080,15025,21.185,"70,92%","50,48%"
260090,Pe-Amaraji,202503,9554,2341,2055,13950,18.471,"75,52%","51,72%"
260100,Pe-Angelim,202503,5786,1185,1158,8129,10.580,"76,83%","54,69%"
260105,Pe-Aracoiaba,202503,9396,2639,1893,13928,19.936,"69,86%","47,13%"
260110,Pe-Araripina,202503,43032,13349,8634,65015,90.104,"72,16%","47,76%"
260120,Pe-Arcoverde,202503,28540,8048,5936,42524,82.003,"51,86%","34,80%"
260130,Pe-Barra de Guabiraba,202503,5270,1890,1212,8372,12.616,"66,36%","41,77%"
260140,Pe-Barreiros,202503,18823,5231,4377,28431,42.056,"67,60%","44,76%"
260150,Pe-Belem de Maria,202503,5771,1165,956,7892,10.829,"72,88%","53,29%"
260160,Pe-Belem de Sao Francisco,202503,12678,1758,1772,16208,18.713,"86,61%","67,75%"
260170,Pe-Belo Jardim,202503,31867,10475,8000,50342,83.647,"60,18%","38,10%"
260180,Pe-Betania,202503,6239,1893,1620,9752,11.981,"81,40%","52,07%"
260190,Pe-Bezerros,202503,28553,5208,6762,40523,64.809,"62,53%","44,06%"
260200,Pe-Bodoco,202503,19795,3813,3532,27140,36.129,"75,12%","54,79%"
260210,Pe-Bom Conselho,202503,21584,5932,4405,31921,46.192,"69,11%","46,73%"
260220,Pe-Bom Jardim,202503,19466,3549,2808,25823,39.278,"65,74%","49,56%"
260230,Pe-Bonito,202503,20924,4329,3981,29234,39.163,"74,65%","53,43%"
260240,Pe-Brejao,202503,5399,1600,1248,8247,9.399,"87,74%","57,44%"
260250,Pe-Brejinho,202503,3947,1177,1121,6245,8.010,"77,97%","49,28%"
260260,Pe-Brejo da Madre de Deus,202503,26344,7172,4793,38309,51.107,"74,96%","51,55%"
260270,Pe-Buenos Aires,202503,7606,1695,1474,10775,13.254,"81,30%","57,39%"
260280,Pe-Buique,202503,28292,5422,3947,37661,54.425,"69,20%","51,98%"
260290,Pe-Cabo de Santo Agostinho,202503,71161,28552,23006,122719,216.969,"56,56%","32,80%"
260300,Pe-Cabrobo,202503,18829,4518,4166,27513,31.746,"86,67%","59,31%"
260310,Pe-Cachoeirinha,202503,11255,2419,2172,15846,20.612,"76,88%","54,60%"
260320,Pe-Caetes,202503,15006,3786,3432,22224,30.441,"73,01%","49,30%"
260330,Pe-Calcado,202503,4956,1320,1085,7361,11.445,"64,32%","43,30%"
260340,Pe-Calumbi,202503,3793,1032,909,5734,5.367,"106,84%","70,67%"
260345,Pe-Camaragibe,202503,47807,18899,14671,81377,155.771,"52,24%","30,69%"
260350,Pe-Camocim de Sao Felix,202503,10333,1534,1836,13703,17.991,"76,17%","57,43%"
260360,Pe-Camutanga,202503,3771,1264,1053,6088,7.972,"76,37%","47,30%"
260370,Pe-Canhotinho,202503,10751,2789,2666,16206,25.090,"64,59%","42,85%"
260380,Pe-Capoeiras,202503,9934,2940,2408,15282,18.890,"80,90%","52,59%"
260390,Pe-Carnaiba,202503,7544,3587,3930,15061,19.513,"77,18%","38,66%"
260392,Pe-Carnaubeira da Penha,202503,9484,1927,1328,12739,12.682,"100,45%","74,78%"
260400,Pe-Carpina,202503,32309,8809,8077,49195,83.205,"59,13%","38,83%"
260410,Pe-Caruaru,202503,119349,58037,41477,218863,402.290,"54,40%","29,67%"
260415,Pe-Casinhas,202503,8285,1692,2212,12189,13.489,"90,36%","61,42%"
260420,Pe-Catende,202503,17662,3266,3474,24402,33.279,"73,33%","53,07%"
260430,Pe-Cedro,202503,5374,1935,1590,8899,10.845,"82,06%","49,55%"
260440,Pe-Cha de Alegria,202503,6971,1662,1416,10049,13.461,"74,65%","51,79%"
260450,Pe-Cha Grande,202503,10711,2634,1918,15263,21.224,"71,91%","50,47%"
260460,Pe-Condado,202503,9169,4247,3037,16453,25.383,"64,82%","36,12%"
260470,Pe-Correntes,202503,9020,1247,1267,11534,17.660,"65,31%","51,08%"
260480,Pe-Cortes,202503,5632,2007,1718,9357,10.512,"89,01%","53,58%"
260490,Pe-Cumaru,202503,8592,1941,2273,12806,16.252,"78,80%","52,87%"
260500,Pe-Cupira,202503,10104,3653,2709,16466,24.301,"67,76%","41,58%"
260510,Pe-Custodia,202503,19030,3362,4138,26530,39.403,"67,33%","48,30%"
260515,Pe-Dormentes,202503,6381,3374,2946,12701,17.749,"71,56%","35,95%"
260520,Pe-Escada,202503,23332,7707,6074,37113,62.252,"59,62%","37,48%"
260530,Pe-Exu,202503,19554,4482,3664,27700,33.436,"82,84%","58,48%"
260540,Pe-Feira Nova,202503,13008,1657,1792,16457,22.169,"74,23%","58,68%"
260545,Pe-Fernando de Noronha,202503,155,139,181,475,3.316,"14,32%","4,67%"
260550,Pe-Ferreiros,202503,4797,2162,1961,8920,15.794,"56,48%","30,37%"
260560,Pe-Flores,202503,9147,3106,2822,15075,20.835,"72,35%","43,90%"
260570,Pe-Floresta,202503,15735,3543,2826,22104,31.627,"69,89%","49,75%"
260580,Pe-Frei Miguelinho,202503,8924,1318,1144,11386,14.070,"80,92%","63,43%"
260590,Pe-Gameleira,202503,10352,2349,1875,14576,17.973,"81,10%","57,60%"
260600,Pe-Garanhuns,202503,55065,19262,17308,91635,151.064,"60,66%","36,45%"
260610,Pe-Gloria do Goita,202503,15823,3442,3263,22528,30.370,"74,18%","52,10%"
260620,Pe-Goiana,202503,33526,10816,10082,54424,85.160,"63,91%","39,37%"
260630,Pe-Granito,202503,4295,1095,1069,6459,7.206,"89,63%","59,60%"
260640,Pe-Gravata,202503,38688,9453,8805,56946,91.887,"61,97%","42,10%"
260650,Pe-Iati,202503,10702,2270,1902,14874,17.605,"84,49%","60,79%"
260660,Pe-Ibimirim,202503,13267,2728,2993,18988,28.760,"66,02%","46,13%"
260670,Pe-Ibirajuba,202503,3481,1218,1356,6055,7.344,"82,45%","47,40%"
260680,Pe-Igarassu,202503,44700,17380,16152,78232,122.312,"63,96%","36,55%"
260690,Pe-Iguaraci,202503,5536,1584,1859,8979,11.366,"79,00%","48,71%"
260700,Pe-Inaja,202503,16222,1121,1183,18526,27.488,"67,40%","59,01%"
260710,Pe-Ingazeira,202503,2183,755,827,3765,4.959,"75,92%","44,02%"
260720,Pe-Ipojuca,202503,47324,13715,12216,73255,105.638,"69,35%","44,80%"
260730,Pe-Ipubi,202503,17599,3965,2720,24284,30.603,"79,35%","57,51%"
260740,Pe-Itacuruba,202503,2514,612,772,3898,4.490,"86,82%","55,99%"
260750,Pe-Itaiba,202503,15184,2535,2704,20423,33.691,"60,62%","45,07%"
260760,Pe-Itamaraca,202503,11109,2288,2116,15513,25.529,"60,77%","43,52%"
260765,Pe-Itambe,202503,14579,6173,3751,24503,36.626,"66,90%","39,81%"
260770,Pe-Itapetim,202503,6849,1542,1948,10339,14.232,"72,65%","48,12%"
260775,Pe-Itapissuma,202503,10824,3708,2788,17320,29.463,"58,79%","36,74%"
260780,Pe-Itaquitinga,202503,5617,3069,2236,10922,17.109,"63,84%","32,83%"
260790,Pe-Jaboatao dos Guararapes,202503,210104,73159,66469,349732,683.285,"51,18%","30,75%"
260795,Pe-Jaqueira,202503,5466,1333,1161,7960,10.483,"75,93%","52,14%"
260800,Pe-Jatauba,202503,9991,2006,1808,13805,16.323,"84,57%","61,21%"
260805,Pe-Jatoba,202503,6347,1833,1874,10054,14.463,"69,52%","43,88%"
260810,Pe-Joao Alfredo,202503,11393,3833,2846,18072,28.903,"62,53%","39,42%"
260820,Pe-Joaquim Nabuco,202503,8081,1389,1607,11077,13.506,"82,02%","59,83%"
260825,Pe-Jucati,202503,5756,1954,1137,8847,11.975,"73,88%","48,07%"
260830,Pe-Jupi,202503,8222,2706,2012,12940,15.943,"81,16%","51,57%"
260840,Pe-Jurema,202503,8606,1373,1363,11342,14.027,"80,86%","61,35%"
260845,Pe-Lagoa do Carro,202503,7809,2585,2210,12604,18.708,"67,37%","41,74%"
260850,Pe-Lagoa do Itaenga,202503,7600,2921,2292,12813,19.915,"64,34%","38,16%"
260860,Pe-Lagoa do Ouro,202503,6275,2119,1706,10100,12.364,"81,69%","50,75%"
260870,Pe-Lagoa dos Gatos,202503,7745,1325,1214,10284,14.386,"71,49%","53,84%"
260875,Pe-Lagoa Grande,202503,11728,4207,3936,19871,24.952,"79,64%","47,00%"
260880,Pe-Lajedo,202503,20692,5665,4130,30487,41.786,"72,96%","49,52%"
260890,Pe-Limoeiro,202503,18660,9317,6308,34285,59.125,"57,99%","31,56%"
260900,Pe-Macaparana,202503,8737,5239,2283,16259,24.624,"66,03%","35,48%"
260910,Pe-Machados,202503,6282,1620,995,8897,11.471,"77,56%","54,76%"
260915,Pe-Manari,202503,12314,1091,1356,14761,26.773,"55,13%","45,99%"
260920,Pe-Maraial,202503,5329,1261,1122,7712,9.432,"81,76%","56,50%"
260930,Pe-Mirandiba,202503,7591,2672,2193,12456,14.599,"85,32%","52,00%"
260940,Pe-Moreno,202503,23381,7261,6204,36846,57.647,"63,92%","40,56%"
260950,Pe-Nazare da Mata,202503,10167,4919,4166,19252,32.153,"59,88%","31,62%"
260960,Pe-Olinda,202503,121951,41086,38717,201754,365.402,"55,21%","33,37%"
260970,Pe-Orobo,202503,9650,2905,2324,14879,22.438,"66,31%","43,01%"
260980,Pe-Oroco,202503,10448,1641,1508,13597,14.100,"96,43%","74,10%"
260990,Pe-Ouricuri,202503,28924,10775,7341,47040,68.329,"68,84%","42,33%"
261000,Pe-Palmares,202503,24324,7006,6752,38082,56.615,"67,26%","42,96%"
261010,Pe-Palmeirina,202503,4006,756,854,5616,7.154,"78,50%","56,00%"
261020,Pe-Panelas,202503,12033,3261,2698,17992,23.449,"76,73%","51,32%"
261030,Pe-Paranatama,202503,8060,2449,1984,12493,12.712,"98,28%","63,40%"
261040,Pe-Parnamirim,202503,10001,2858,2625,15484,19.028,"81,37%","52,56%"
261050,Pe-Passira,202503,14152,3806,2993,20951,29.719,"70,50%","47,62%"
261060,Pe-Paudalho,202503,27111,7097,5311,39519,59.638,"66,26%","45,46%"
261070,Pe-Paulista,202503,105374,34703,35743,175820,362.960,"48,44%","29,03%"
261080,Pe-Pedra,202503,13622,1600,1689,16911,23.605,"71,64%","57,71%"
261090,Pe-Pesqueira,202503,31348,7358,6411,45117,65.408,"68,98%","47,93%"
261100,Pe-Petrolandia,202503,15798,5334,3662,24794,35.991,"68,89%","43,89%"
261110,Pe-Petrolina,202503,115595,61419,46162,223176,414.083,"53,90%","27,92%"
261120,Pe-Pocao,202503,6780,1386,1551,9717,10.805,"89,93%","62,75%"
261130,Pe-Pombos,202503,12873,2849,2477,18199,26.847,"67,79%","47,95%"
261140,Pe-Primavera,202503,5154,1596,1738,8488,14.351,"59,15%","35,91%"
261150,Pe-Quipapa,202503,9005,2407,1987,13399,17.974,"74,55%","50,10%"
261153,Pe-Quixaba,202503,3258,1486,1374,6118,6.755,"90,57%","48,23%"
261160,Pe-Recife,202503,314468,169002,123799,607269,1.587.707,"38,25%","19,81%"
261170,Pe-Riacho das Almas,202503,13179,2461,2777,18417,21.411,"86,02%","61,55%"
261180,Pe-Ribeirao,202503,14278,4975,4093,23346,34.255,"68,15%","41,68%"
261190,Pe-Rio Formoso,202503,8781,2721,2348,13850,20.460,"67,69%","42,92%"
261200,Pe-Saire,202503,5356,1302,1315,7973,11.218,"71,07%","47,74%"
261210,Pe-Salgadinho,202503,3108,738,710,4556,5.620,"81,07%","55,30%"
261220,Pe-Salgueiro,202503,23322,9824,7503,40649,65.635,"61,93%","35,53%"
261230,Pe-Saloa,202503,7332,2055,1601,10988,14.173,"77,53%","51,73%"
261240,Pe-Sanharo,202503,10875,1844,1862,14581,18.933,"77,01%","57,44%"
261245,Pe-Santa Cruz,202503,6211,2495,2444,11150,14.320,"77,86%","43,37%"
261247,Pe-Santa Cruz da Baixa Verde,202503,5822,2068,1990,9880,11.933,"82,80%","48,79%"
261250,Pe-Santa Cruz do Capibaribe,202503,39812,18353,12205,70370,104.277,"67,48%","38,18%"
261255,Pe-Santa Filomena,202503,6322,2754,2748,11824,12.402,"95,34%","50,98%"
261260,Pe-Santa Maria da Boa Vista,202503,28116,5125,4537,37778,42.682,"88,51%","65,87%"
261270,Pe-Santa Maria do Cambuca,202503,8663,1251,1756,11670,14.533,"80,30%","59,61%"
261280,Pe-Santa Terezinha,202503,4829,1363,1074,7266,10.513,"69,11%","45,93%"
261290,Pe-Sao Benedito do Sul,202503,5468,1015,937,7420,13.479,"55,05%","40,57%"
261300,Pe-Sao Bento do Una,202503,22653,7644,6355,36652,51.264,"71,50%","44,19%"
261310,Pe-Sao Caitano,202503,16540,4858,3941,25339,39.117,"64,78%","42,28%"
261320,Pe-Sao Joao,202503,11585,3248,2535,17368,24.772,"70,11%","46,77%"
261330,Pe-Sao Joaquim do Monte,202503,11343,2049,1863,15255,20.440,"74,63%","55,49%"
261340,Pe-Sao Jose da Coroa Grande,202503,10833,2326,1917,15076,19.468,"77,44%","55,65%"
261350,Pe-Sao Jose do Belmonte,202503,16418,5195,4009,25622,36.752,"69,72%","44,67%"
261360,Pe-Sao Jose do Egito,202503,13704,3450,3120,20274,32.491,"62,40%","42,18%"
261370,Pe-Sao Lourenco da Mata,202503,39520,15297,11843,66660,117.759,"56,61%","33,56%"
261380,Pe-Sao Vicente Ferrer,202503,7813,2901,1947,12661,17.176,"73,71%","45,49%"
261390,Pe-Serra Talhada,202503,30346,14221,11336,55903,98.143,"56,96%","30,92%"
261400,Pe-Serrita,202503,9305,3077,2752,15134,18.759,"80,68%","49,60%"
261410,Pe-Sertania,202503,15497,4115,4616,24228,34.269,"70,70%","45,22%"
261420,Pe-Sirinhaem,202503,16633,4835,3353,24821,39.233,"63,27%","42,40%"
261430,Pe-Moreilandia,202503,7311,1652,1725,10688,10.849,"98,52%","67,39%"
261440,Pe-Solidao,202503,2540,1034,703,4277,5.403,"79,16%","47,01%"
261450,Pe-Surubim,202503,27325,7226,5440,39991,67.515,"59,23%","40,47%"
261460,Pe-Tabira,202503,14131,4431,3707,22269,29.093,"76,54%","48,57%"
261470,Pe-Tacaimbo,202503,6494,1758,1396,9648,14.277,"67,58%","45,49%"
261480,Pe-Tacaratu,202503,9837,4334,2800,16971,24.803,"68,42%","39,66%"
261485,Pe-Tamandare,202503,11256,3801,2946,18003,24.534,"73,38%","45,88%"
261500,Pe-Taquaritinga do Norte,202503,12391,3883,3033,19307,25.497,"75,72%","48,60%"
261510,Pe-Terezinha,202503,3955,849,794,5598,6.857,"81,64%","57,68%"
261520,Pe-Terra Nova,202503,4270,1646,1331,7247,9.221,"78,59%","46,31%"
261530,Pe-Timbauba,202503,17404,11181,7573,36158,47.575,"76,00%","36,58%"
261540,Pe-Toritama,202503,19552,6984,3120,29656,43.636,"67,96%","44,81%"
261550,Pe-Tracunhaem,202503,5801,2314,1657,9772,14.393,"67,89%","40,30%"
261560,Pe-Trindade,202503,18532,4241,3329,26102,32.086,"81,35%","57,76%"
261570,Pe-Triunfo,202503,5599,2783,3151,11533,15.142,"76,17%","36,98%"
261580,Pe-Tupanatinga,202503,14321,2002,2125,18448,27.009,"68,30%","53,02%"
261590,Pe-Tuparetama,202503,4282,1291,1037,6610,8.252,"80,10%","51,89%"
261600,Pe-Venturosa,202503,9624,2303,2010,13937,17.609,"79,15%","54,65%"
261610,Pe-Verdejante,202503,3881,1606,1313,6800,9.474,"71,78%","40,96%"
261618,Pe-Vertente do Lerio,202503,4392,821,896,6109,7.782,"78,50%","56,44%"
261620,Pe-Vertentes,202503,10139,2610,1442,14191,22.955,"61,82%","44,17%"
261630,Pe-Vicencia,202503,9036,5079,3402,17517,27.297,"64,17%","33,10%"
261640,Pe-Vitoria de Santo Antao,202503,51533,18530,16169,86232,143.799,"59,97%","35,84%"
261650,Pe-Xexeu,202503,7837,1237,1388,10462,11.791,"88,73%","66,47%"
270010,Al-Agua Branca,202503,8584,3756,2657,14997,19.550,"76,71%","43,91%"
270020,Al-Anadia,202503,7193,1662,1389,10244,14.193,"72,18%","50,68%"
270030,Al-Arapiraca,202503,67376,24630,17262,109268,243.661,"44,84%","27,65%"
270040,Al-Atalaia,202503,15713,6358,3966,26037,38.530,"67,58%","40,78%"
270050,Al-Barra de Santo Antonio,202503,9804,1603,1424,12831,16.735,"76,67%","58,58%"
270060,Al-Barra de Sao Miguel,202503,3539,1553,1079,6171,8.118,"76,02%","43,59%"
270070,Al-Batalha,202503,10492,1904,1693,14089,17.103,"82,38%","61,35%"
270080,Al-Belem,202503,2151,719,865,3735,4.820,"77,49%","44,63%"
270090,Al-Belo Monte,202503,4490,739,599,5828,5.898,"98,81%","76,13%"
270100,Al-Boca da Mata,202503,11058,1951,2287,15296,21.517,"71,09%","51,39%"
270110,Al-Branquinha,202503,4908,1657,1381,7946,9.786,"81,20%","50,15%"
270120,Al-Cacimbinhas,202503,4364,1735,1003,7102,10.701,"66,37%","40,78%"
270130,Al-Cajueiro,202503,9461,2047,2100,13608,16.605,"81,95%","56,98%"
270135,Al-Campestre,202503,3589,785,664,5038,6.807,"74,01%","52,73%"
270140,Al-Campo Alegre,202503,12370,4381,4594,21345,32.714,"65,25%","37,81%"
270150,Al-Campo Grande,202503,6772,832,608,8212,8.293,"99,02%","81,66%"
270160,Al-Canapi,202503,9569,2516,1314,13399,15.743,"85,11%","60,78%"
270170,Al-Capela,202503,5129,2619,1749,9497,15.068,"63,03%","34,04%"
270180,Al-Carneiros,202503,5307,1424,914,7645,9.200,"83,10%","57,68%"
270190,Al-Cha Preta,202503,4369,745,630,5744,6.010,"95,57%","72,70%"
270200,Al-Coite do Noia,202503,5275,1790,1544,8609,11.036,"78,01%","47,80%"
270210,Al-Colonia Leopoldina,202503,10454,1598,1508,13560,15.949,"85,02%","65,55%"
270220,Al-Coqueiro Seco,202503,2436,803,846,4085,5.700,"71,67%","42,74%"
270230,Al-Coruripe,202503,19671,5759,5461,30891,51.788,"59,65%","37,98%"
270235,Al-Craibas,202503,14324,3655,2944,20923,26.115,"80,12%","54,85%"
270240,Al-Delmiro Gouveia,202503,19630,8148,6710,34488,52.809,"65,31%","37,17%"
270250,Al-Dois Riachos,202503,6189,1195,1318,8702,9.906,"87,85%","62,48%"
270255,Al-Estrela de Alagoas,202503,7700,2745,3117,13562,15.701,"86,38%","49,04%"
270260,Al-Feira Grande,202503,12418,3233,2012,17663,23.191,"76,16%","53,55%"
270270,Al-Feliz Deserto,202503,1797,612,462,2871,4.038,"71,10%","44,50%"
270280,Al-Flexeiras,202503,5883,1683,1729,9295,9.767,"95,17%","60,23%"
270290,Al-Girau do Ponciano,202503,20384,3780,2880,27044,37.335,"72,44%","54,60%"
270300,Al-Ibateguara,202503,6403,2171,1832,10406,13.992,"74,37%","45,76%"
270310,Al-Igaci,202503,11856,4280,3010,19146,24.452,"78,30%","48,49%"
270320,Al-Igreja Nova,202503,9079,4469,3681,17229,22.125,"77,87%","41,04%"
270330,Al-Inhapi,202503,10746,2227,1653,14626,15.417,"94,87%","69,70%"
270340,Al-Jacare dos Homens,202503,3361,558,760,4679,5.182,"90,29%","64,86%"
270350,Al-Jacuipe,202503,2600,892,884,4376,5.432,"80,56%","47,86%"
270360,Al-Japaratinga,202503,6388,907,685,7980,9.443,"84,51%","67,65%"
270370,Al-Jaramataia,202503,2891,854,676,4421,5.075,"87,11%","56,97%"
270375,Al-Jequia da Praia,202503,6024,1024,1016,8064,9.625,"83,78%","62,59%"
270380,Al-Joaquim Gomes,202503,10780,2154,2247,15181,17.386,"87,32%","62,00%"
270390,Al-Jundia,202503,2236,595,580,3411,4.176,"81,68%","53,54%"
270400,Al-Junqueiro,202503,9752,4399,3306,17457,24.381,"71,60%","40,00%"
270410,Al-Lagoa da Canoa,202503,10744,2587,2044,15375,18.831,"81,65%","57,05%"
